public_company_id,company_name_canonical,isin,ticker,exchange,ticker_exchange_key,country,sector,market_cap_raw,ipo_date_raw,status,source_system
PUB0003200,Omega Diamond Pharma,USYO355HRNUM,ODP1,NYSE,ODP1:NYSE,US,HEALTHCARE,"11,179",30/07/1991,ACTIVE,MANUAL
PUB0004422,Alpha Fresh Wellness,SGNECEH2QU37,AFW,SGX,AFW:SGX,SG,,2894,1999-01-21,DELISTED,LISTINGS_A
PUB0002789,Data Just Med,GB1KP7ESRP3S,DJM,LSE,DJM:LSE,GB,TELECOM,10778,04/21/2010,ACTIVE,MANUAL
PUB0000751,True Brave Payments,SGPTLI5EJ3Z2,TBP,SGX,TBP:SGX,SG,FINANCE,11921,1999-06-08,ACTIVE,LISTINGS_B
PUB0000424,Free Crystal Healthcare,GBNMYIC5ECT4,FCH,LSE,FCH:LSE,GB,TECH,2709,2001-02-16,ACTIVE,LISTINGS_A
PUB0003373,Dynamic Nano Dynamics,NLDSXYBS7LMO,DND,Euronext,DND:Euronext,NL,HEALTHCARE,18647,1990-06-20,ACTIVE,LISTINGS_B
PUB0005811,Quartz Agile Advisory,DEOIFN0P4PUI,QAA1,XETRA,QAA1:XETRA,DE,OTHER,24273,23-Jan-2019,ACTIVE,LISTINGS_B
PUB0005405,Quick Aero Wealth,DE7PTLSS9QID,QAW,XETRA,QAW:XETRA,DE,HEALTHCARE,2819,2014-12-31,ACTIVE,LISTINGS_A
PUB0005174,Right Prime Health,GBSSF4GI1OEC,RPH,LSE,RPH:LSE,GB,TELECOM,5003,17-Feb-1994,ACTIVE,LISTINGS_B
PUB0003354,Real Synapse Diagnostics,DE51TF4GMHZZ,RSD2,XETRA,RSD2:XETRA,DE,INDUSTRIALS,15975,1990-07-18,ACTIVE,LISTINGS_A
PUB0000631,Pearl Nexus Therapeutics,HKSU27H3ZX4O,PNT,HKEX,PNT:HKEX,HK,HEALTHCARE,2872,2001-02-12,ACTIVE,LISTINGS_A
PUB0000729,Sigma Sharp AI,NLG4RGHMW2JV,SSA,Euronext,SSA:Euronext,NL,TECH,7090,2022-02-06,ACTIVE,MANUAL
PUB0003582,Pyro Brave Corp,DEXECDGOEPYE,PBC2,XETRA,PBC2:XETRA,DE,ENERGY,8266,2010-06-14,ACTIVE,LISTINGS_A
PUB0002437,Elite Nano Diagnostics,NLTNGJN8KDR7,END,Euronext,END:Euronext,NL,FINANCE,11151,2022-06-15,ACTIVE,LISTINGS_A
PUB0002998,Core Theta Life Sciences,SGSD85H9FCNW,CTL1,SGX,CTL1:SGX,SG,TECH,22431,2015-01-25,ACTIVE,LISTINGS_B
PUB0002804,Nimble Meta Advisory,CH4TAMJPAOB6,NMA,SIX,NMA:SIX,CH,HEALTHCARE,5127,2021-03-24,ACTIVE,LISTINGS_A
PUB0000559,Opal Real Software,CHL6WH35XPDN,ORS,SIX,ORS:SIX,CH,CONSUMER,1626,2004-08-20,ACTIVE,LISTINGS_A
PUB0001672,Innovative Theta Networks,SG2785KHBU74,ITN,SGX,ITN:SGX,SG,TECH,13326,20220729,ACTIVE,LISTINGS_A
PUB0004029,Elite Open Payments,HKEWED814AXC,EOP,HKEX,EOP:HKEX,HK,FINANCE,3875,2013-06-25,ACTIVE,MANUAL
PUB0003889,Agile Quartz Health,CHRK1B0MY9CQ,AQH2,SIX,AQH2:SIX,CH,OTHER,21441,2021-07-13,ACTIVE,LISTINGS_A
PUB0005520,Bright Sharp Payments,HKLW04NFITS2,BSP2,HKEX,BSP2:HKEX,HK,UTILITIES,29495,30-Oct-2021,ACTIVE,LISTINGS_B
PUB0005736,Bold Modern Services,NLY23QGQI82M,BMS1,Euronext,BMS1:Euronext,NL,TECH,34791,2012-12-26,ACTIVE,LISTINGS_A
PUB0004378,Nimble Amber International,DEDCI0PCW6F6,NAI,XETRA,NAI:XETRA,DE,UTILITIES,2585,2019-06-19,ACTIVE,MANUAL
PUB0001845,Prism Rapid AI,DEWI0RXY767V,PRA,XETRA,PRA:XETRA,DE,INDUSTRIALS,7959,2009-08-14,ACTIVE,LISTINGS_A
PUB0000497,Nimble Diamond Diagnostics,SGCB3TTWBZMB,NDD,SGX,NDD:SGX,SG,TECH,"4,008",2007-02-21,ACTIVE,LISTINGS_B
PUB0002740,Quick New Labs,HK83QL2PLRUA,QNL,HKEX,QNL:HKEX,HK,INDUSTRIALS,4372,2000-10-05,ACTIVE,LISTINGS_B
PUB0004493,Quantum Cloud Financial,GB0VPJ2EZ2PJ,QCF1,LSE,QCF1:LSE,GB,INDUSTRIALS,"23,199",27-Jul-2000,ACTIVE,LISTINGS_B
PUB0000171,Keen Mono AI,CHMCXNMOSS5L,KMA,SIX,KMA:SIX,CH,HEALTHCARE,95816,29-Dec-2019,ACTIVE,LISTINGS_B
PUB0001751,Onyx Amber Consulting,CHAP85V9QJYQ,OAC,SIX,OAC:SIX,CH,ENERGY,"31,594",31-Mar-2012,ACTIVE,LISTINGS_B
PUB0002237,Quick Global Payments,CHF881FOQ310,QGP,SIX,QGP:SIX,CH,CONSUMER,6269,2023-07-14,ACTIVE,LISTINGS_A
PUB0003044,Micro Fresh Health,USJE65DCMVU9,MFH,NYSE,MFH:NYSE,US,FINANCE,5082,1996-02-05,ACTIVE,LISTINGS_B
PUB0001761,Sigma Diamond Consulting,GB1POZLOP1N0,SDC,LSE,SDC:LSE,GB,REAL_ESTATE,10379,2002-09-23,ACTIVE,LISTINGS_B
PUB0004104,Dynamic Amber Platforms,CHK6ACI7NQN1,DAP,SIX,DAP:SIX,CH,CONSUMER,"57,058",1998-09-17,ACTIVE,LISTINGS_A
PUB0001507,True Helix Advisory,NL4HWK1B2JM3,THA,Euronext,THA:Euronext,NL,TECH,81018,1999-06-18,ACTIVE,LISTINGS_A
PUB0004898,Marble New Pharma,NL3J8RUZCOCI,MNP3,,,NL,UTILITIES,39809,19950401,ACTIVE,LISTINGS_A
PUB0000735,Sharp Cosmic Dynamics,GBOVTZP0UUXC,SCD,LSE,SCD:LSE,GB,TECH,41747,1994-10-10,ACTIVE,LISTINGS_A
PUB0004396,Advanced Innovative Services,GBCL0X81VDTK,AIS,LSE,AIS:LSE,GB,UTILITIES,"3,885",2004-04-01,ACTIVE,LISTINGS_A
PUB0001738,Synapse Gamma Energy,HK4DN6JQ0BAA,SGE,HKEX,SGE:HKEX,HK,REAL_ESTATE,12824,2012-03-27,DELISTED,LISTINGS_A
PUB0000416,Swift Synapse Digital,SGOPNFE0JJ24,SSD,SGX,SSD:SGX,SG,TECH,1591,1994-04-06,ACTIVE,LISTINGS_A
PUB0003152,Quartz Sharp Consulting,GB0L67XURYZ1,QSC,LSE,QSC:LSE,GB,HEALTHCARE,21783,24-Jul-2016,ACTIVE,LISTINGS_B
PUB0000202,Lambda Solar Labs,CHQP07CVEAGO,LSL,SIX,LSL:SIX,CH,,94855,2022-02-05,ACTIVE,LISTINGS_A
PUB0000411,Stellar Mono International,DEXU0EPS5LTO,,XETRA,,DE,TECH,13984,2005-03-11,ACTIVE,LISTINGS_A
PUB0003675,Aero Quartz Finance,GBYWQ40D41L4,AQF,LSE,AQF:LSE,GB,TECH,2927,2017-04-20,ACTIVE,LISTINGS_B
PUB0005838,Stellar Vital Digital,CHQIDOXLNX6A,SVD1,SIX,SVD1:SIX,CH,TECH,1378,05-Dec-2000,ACTIVE,LISTINGS_B
PUB0001439,Terra Lunar AI,HKVEELGXBQUL,TLA,HKEX,TLA:HKEX,HK,TECH,18903,1999-07-11,ACTIVE,LISTINGS_A
PUB0001814,Quick Uni Insurance,USTHV6AONE6F,QUI,NYSE,QUI:NYSE,US,TECH,11285,2016-07-10,ACTIVE,LISTINGS_B
PUB0004458,Vital Cosmic Payments,HKL2MIYXYD6P,VCP1,HKEX,VCP1:HKEX,HK,HEALTHCARE,4927,2006-12-02,ACTIVE,LISTINGS_A
PUB0004020,Quick Solar Services,DE1O3RC3AG2N,QSS,XETRA,QSS:XETRA,DE,REAL_ESTATE,21444,20220428,ACTIVE,LISTINGS_A
PUB0000562,Digital Onyx Banking,CH9HIAPEXS71,DOB,SIX,DOB:SIX,CH,UTILITIES,10178,20230920,ACTIVE,LISTINGS_A
PUB0003594,Diamond Quartz Dynamics,SG3NTDHBNGSU,DQD,SGX,DQD:SGX,SG,CONSUMER,9156,1994-07-19,ACTIVE,MANUAL
PUB0005429,Lambda Clear Wellness,USCTH9K9PM64,LCW,NYSE,LCW:NYSE,US,OTHER,"4,147",2011-12-11,ACTIVE,LISTINGS_A
PUB0002084,Modern Topaz Dynamics,HKLE1RI58SB5,MTD1,HKEX,MTD1:HKEX,HK,HEALTHCARE,24841,1997-03-20,ACTIVE,LISTINGS_A
PUB0005683,Data Emerald Global,CHEFN2KXQ3LV,DEG1,SIX,DEG1:SIX,CH,TECH,1748,2020-05-09,ACTIVE,LISTINGS_A
PUB0002530,Pyro Mono Group,CH0CYM4D0BMM,PMG2,SIX,PMG2:SIX,CH,CONSUMER,18193,2001-04-19,ACTIVE,LISTINGS_A
PUB0003783,Sapphire Matrix Digital,GB2Z9L141KOV,,LSE,,GB,CONSUMER,1497,2004-09-24,ACTIVE,LISTINGS_B
PUB0005278,Bright Micro Medical,GB8R8GL28DBF,BMM1,LSE,BMM1:LSE,GB,INDUSTRIALS,28808,2012-05-16,ACTIVE,LISTINGS_B
PUB0002257,Prime Swift Networks,CHSF0PLYNST4,PSN,SIX,PSN:SIX,CH,TECH,1307,2000-08-21,ACTIVE,LISTINGS_A
PUB0002178,Unified Prime Technologies,GBNJSR5O8A6K,UPT,LSE,UPT:LSE,GB,FINANCE,9096,2007-10-20,ACTIVE,MANUAL
PUB0000114,Cloud Free Global,HKLUNQSA4B35,CFG,HKEX,CFG:HKEX,HK,TECH,65688,20041122,ACTIVE,LISTINGS_A
PUB0004281,Beta Stellar Pharma,US7ULJ156PP7,BSP1,NYSE,BSP1:NYSE,US,CONSUMER,"6,136",2008-01-10,ACTIVE,LISTINGS_A
PUB0000823,Poly Omni Group,NL41QBIOIIOH,POG,Euronext,POG:Euronext,NL,ENERGY,9419,2011-12-31,ACTIVE,LISTINGS_A
PUB0002856,Data Meta Innovations,DE9RQNTLGSJ2,DMI3,XETRA,DMI3:XETRA,DE,OTHER,39618,19940418,ACTIVE,LISTINGS_A
PUB0001676,Quartz Global Wealth,US15EL0BA2Y4,QGW,NASDAQ,QGW:NASDAQ,US,HEALTHCARE,8966,23/05/2000,ACTIVE,MANUAL
PUB0005863,Keen Cyber Pharma,CHPBM35CKEXQ,,SIX,,CH,CONSUMER,13882,1998-05-20,ACTIVE,LISTINGS_B
PUB0001824,Solar Diamond Med,UST347F1W4ZY,SDM,NYSE,SDM:NYSE,US,ENERGY,"2,970",2021-06-22,ACTIVE,LISTINGS_A
PUB0005635,Core Zenith Dynamics,HKHSF3MTKWXR,CZD,HKEX,CZD:HKEX,HK,FINANCE,20109,27-Apr-2000,ACTIVE,LISTINGS_B
PUB0000732,Bold Right Banking,USD2OC0J770P,BRB,NYSE,BRB:NYSE,US,OTHER,26053,1997-02-03,ACTIVE,LISTINGS_A
PUB0004163,Jade Fresh Networks,CHRF5Y9V00C4,JFN,SIX,JFN:SIX,CH,FINANCE,2873,2020-01-09,ACTIVE,LISTINGS_A
PUB0005303,Unified Micro Solutions,DE97YW2WI6CG,UMS1,XETRA,UMS1:XETRA,DE,TECH,9650,2016-07-11,DELISTED,LISTINGS_A
PUB0002303,Integrated Quartz AI,DEBG3LRRX14M,IQA,XETRA,IQA:XETRA,DE,TECH,3707,2015-04-12,ACTIVE,LISTINGS_A
PUB0000651,Nimble Prism AI,SE9QOJ21BKNK,NPA,,,SE,CONSUMER,5857,2005-11-16,ACTIVE,LISTINGS_A
PUB0005353,Real Zenith Group,SG6LV02SURHN,RZG,SGX,RZG:SGX,SG,INDUSTRIALS,8372,2004-08-26,DELISTED,LISTINGS_A
PUB0002722,Emerald Integrated Wellness,HK0VWA995CI8,EIW,HKEX,EIW:HKEX,HK,UTILITIES,880,06/27/1998,ACTIVE,MANUAL
PUB0003795,Fresh Digital Payments,HKTRU1WRCGOP,FDP,HKEX,FDP:HKEX,HK,REAL_ESTATE,6326,09-Sep-2005,ACTIVE,LISTINGS_B
PUB0004151,Fair Next Services,GBX8H16O77ES,FNS1,LSE,FNS1:LSE,GB,HEALTHCARE,135482,1992-01-26,ACTIVE,LISTINGS_A
PUB0003834,Real Quantum International,CH44Y21V6BXE,RQI2,SIX,RQI2:SIX,CH,INDUSTRIALS,17307,22-Nov-1998,ACTIVE,LISTINGS_B
PUB0000641,Data New Payments,DEZQ7AFLSPYT,DNP1,XETRA,DNP1:XETRA,DE,TECH,54949,1996-11-29,ACTIVE,LISTINGS_A
PUB0005354,Vertex Meta Pharma,CHKGH126V8ZM,VMP1,SIX,VMP1:SIX,CH,TECH,5873,2019-10-08,ACTIVE,LISTINGS_B
PUB0002988,Granite Helix Bio,DE6F7ETRWB1B,GHB,XETRA,GHB:XETRA,DE,TECH,38367,2005-12-22,ACTIVE,MANUAL
PUB0002054,Vital Real International,NLIO72ZF4Y0X,VRI,Euronext,VRI:Euronext,NL,TECH,1386,2007-09-12,ACTIVE,LISTINGS_B
PUB0000377,Dynamic Crystal Therapeutics,CHNZPOS1WMO1,DCT,SIX,DCT:SIX,CH,CONSUMER,25130,1993-07-17,ACTIVE,LISTINGS_A
PUB0001628,Agile Pure Advisory,SGU4AFWIR2TU,,SGX,,SG,OTHER,"11,525",2010-02-11,ACTIVE,LISTINGS_A
PUB0001134,True Elite Energy,HKPVXDI5ODB3,TEE,HKEX,TEE:HKEX,HK,TECH,9582,2003-04-29,ACTIVE,LISTINGS_A
PUB0003858,Bold Quantum Enterprises,SG6H3UEQYPXG,BQE,SGX,BQE:SGX,SG,FINANCE,21749,2001-03-30,ACTIVE,LISTINGS_A
PUB0004515,Emerald Omega Advisory,GBR43GPY6AAM,EOA,LSE,EOA:LSE,GB,FINANCE,374400,2007-11-13,DELISTED,LISTINGS_A
PUB0001301,Just Stellar Global,GB5J36QI3PQR,JSG2,LSE,JSG2:LSE,GB,FINANCE,92926,2016-11-30,ACTIVE,LISTINGS_A
PUB0005728,Gamma Fair Research,DEM1LIWDTYDA,GFR,XETRA,GFR:XETRA,DE,TECH,1937,08/31/1999,ACTIVE,MANUAL
PUB0003048,Stellar Pure Solutions,NLWJBY6SO0ND,SPS1,Euronext,SPS1:Euronext,NL,TECH,9566,2003-05-10,ACTIVE,LISTINGS_A
PUB0005059,Omega Vital Insurance,CH9LCLKOBAWF,OVI1,SIX,OVI1:SIX,CH,HEALTHCARE,29987,19941011,ACTIVE,LISTINGS_A
PUB0004548,Clear Real Bio,SGSS0NLL69KY,CRB,SGX,CRB:SGX,SG,TECH,35929,2013-08-22,ACTIVE,MANUAL
PUB0004517,Elite Dynamic Technologies,SGQ0JK43WZPU,EDT,SGX,EDT:SGX,SG,TECH,919,19910702,ACTIVE,LISTINGS_A
PUB0002429,Aero Global Med,HK8WYSET5EQT,AGM,HKEX,AGM:HKEX,HK,OTHER,"47,028",2005-12-05,ACTIVE,MANUAL
PUB0001785,Marble Elite Bio,,MEB,NASDAQ,MEB:NASDAQ,US,TECH,13595,20011104,ACTIVE,LISTINGS_A
PUB0003870,Smart Nano Digital,SGHA954GHX2Y,SND5,SGX,SND5:SGX,SG,TECH,55376,2013-04-15,ACTIVE,LISTINGS_A
PUB0004780,New Terra Life Sciences,HKJR20G56ADC,NTL,HKEX,NTL:HKEX,HK,TECH,58592,2009-01-13,ACTIVE,LISTINGS_A
PUB0002021,Vital Beta Med,GB8GGNY3TZBD,VBM,LSE,VBM:LSE,GB,CONSUMER,"83,541",1999-01-24,ACTIVE,LISTINGS_A
PUB0004352,Bold Onyx Dynamics,SG2YVBA0TAWL,BOD,SGX,BOD:SGX,SG,HEALTHCARE,1997,13/04/2000,ACTIVE,MANUAL
PUB0004185,Quick True Research,CHOWHO7C2SX5,QTR,SIX,QTR:SIX,CH,REAL_ESTATE,12337,2014-02-28,ACTIVE,LISTINGS_B
PUB0001525,Quantum Elite Group,USTY9VTS3V2W,QEG,NYSE,QEG:NYSE,US,REAL_ESTATE,4959,2001-07-26,ACTIVE,LISTINGS_A
PUB0005700,Cloud Aqua Financial,SGDREBTI9CI5,CAF2,SGX,CAF2:SGX,SG,UTILITIES,7209,2018-09-25,ACTIVE,MANUAL
PUB0004605,Agile Granite Pharma,NLAVX2JC04CA,AGP,Euronext,AGP:Euronext,NL,TECH,7415,2004-07-02,ACTIVE,LISTINGS_B
PUB0005467,Rapid Unified Energy,US3Q9YVPSGLL,RUE,NASDAQ,RUE:NASDAQ,US,TECH,1843,2019-12-01,ACTIVE,LISTINGS_A
PUB0004231,Nexus Uni Financial,NLFDCIQS5WEJ,NUF,Euronext,NUF:Euronext,NL,INDUSTRIALS,$17310,23-Oct-2011,ACTIVE,LISTINGS_B
PUB0005834,Prism Integrated Diagnostics,GB9QR4S2YZVN,PID,LSE,PID:LSE,GB,OTHER,23946,03/06/1997,ACTIVE,MANUAL
PUB0000873,Digital Fresh Financial,CH8HZEPFYJP7,DFF,SIX,DFF:SIX,CH,CONSUMER,44016,2008-03-18,ACTIVE,LISTINGS_B
PUB0004483,Sigma Diamond Networks,USITSX37FW0J,SDN1,NYSE,SDN1:NYSE,US,OTHER,9025,1990-09-24,ACTIVE,LISTINGS_B
PUB0003687,Pyro Prime Networks,HKRR4W1O2ID1,PPN,HKEX,PPN:HKEX,HK,HEALTHCARE,13890,2015-02-16,ACTIVE,LISTINGS_A
PUB0002262,Topaz Pearl AI,DE4D3C86XDSH,TPA1,XETRA,TPA1:XETRA,DE,FINANCE,42373,12-Jul-2004,ACTIVE,LISTINGS_B
PUB0002228,Lunar Ruby Networks,HKGLNLJRSMTN,LRN,HKEX,LRN:HKEX,HK,INDUSTRIALS,54276,2005-06-26,ACTIVE,LISTINGS_A
PUB0001273,New Alpha Finance,USMJTNT7DM7X,NAF1,NASDAQ,NAF1:NASDAQ,US,TECH,63811,07/05/1999,ACTIVE,MANUAL
PUB0003425,Unified Solar Labs,USLQXSQ4WRQP,USL1,NYSE,USL1:NYSE,US,FINANCE,6993,26-Aug-2013,ACTIVE,LISTINGS_B
PUB0005967,Fresh Just Solutions,USR0CBT40CEJ,FJS2,NYSE,FJS2:NYSE,US,OTHER,2126,19-Sep-1991,ACTIVE,LISTINGS_B
PUB0005401,Beta Sigma Finance,DEDHVZS4IF27,BSF3,XETRA,BSF3:XETRA,DE,TECH,$12795,2010-03-22,DELISTED,MANUAL
PUB0005266,Zenith New Digital,DEL94SBDAERF,ZND1,XETRA,ZND1:XETRA,DE,REAL_ESTATE,2598,1998-05-10,ACTIVE,LISTINGS_A
PUB0003800,Aqua Data Research,USIJKLZ3GTOU,ADR1,NYSE,ADR1:NYSE,US,HEALTHCARE,14794,2021-09-03,ACTIVE,LISTINGS_A
PUB0000304,Fresh Core Corp,CH50Y6AEG0BY,FCC,SIX,FCC:SIX,CH,INDUSTRIALS,40445,2013-07-17,ACTIVE,LISTINGS_A
PUB0004981,Quantum Ultra Technologies,NLBARBQ980N5,QUT1,Euronext,QUT1:Euronext,NL,TECH,50069,2009-01-02,ACTIVE,LISTINGS_A
PUB0004647,Diamond Bright Wealth,DEKWWTZLO239,DBW1,XETRA,DBW1:XETRA,DE,INDUSTRIALS,3500,2017-11-19,ACTIVE,LISTINGS_A
PUB0000325,Gamma Innovative Advisory,HKRBQP4AV0GN,GIA,HKEX,GIA:HKEX,HK,CONSUMER,2283,10/12/2009,ACTIVE,MANUAL
PUB0005420,Global Matrix Labs,USXO8E1N3CE7,GML1,NYSE,GML1:NYSE,US,FINANCE,17971,2019-02-08,ACTIVE,LISTINGS_A
PUB0003998,Pearl Innovative Banking,USA5PJ6ZL3MB,PIB,Euronext,PIB:Euronext,,TECH,10059,09/07/2006,ACTIVE,MANUAL
PUB0002448,Omni Solar Finance,DETQYF05SC2O,OSF1,XETRA,OSF1:XETRA,DE,UTILITIES,N/A,1995-10-08,ACTIVE,LISTINGS_A
PUB0005626,Jade Amber Pharma,DEWLDRPZGKOW,JAP2,XETRA,JAP2:XETRA,DE,UTILITIES,12562,04-Aug-1993,ACTIVE,LISTINGS_B
PUB0001356,Lambda Pyro Corp,USQCIPDDVAF8,LPC,NASDAQ,LPC:NASDAQ,US,HEALTHCARE,3309,1999-01-08,ACTIVE,LISTINGS_B
PUB0002615,Onyx Sapphire Technologies,GB9XZDFEQ82S,OST1,LSE,OST1:LSE,GB,INDUSTRIALS,4821,07-Mar-2015,DELISTED,LISTINGS_B
PUB0004112,Uni Free Wealth,GBLV04XJWTDP,UFW1,LSE,UFW1:LSE,GB,HEALTHCARE,4869,27-Nov-2001,ACTIVE,LISTINGS_B
PUB0001904,Quantum Smart Networks,NLIMEASKRRKU,QSN,Euronext,QSN:Euronext,NL,INDUSTRIALS,5218,05-Dec-2019,ACTIVE,LISTINGS_B
PUB0000928,Uni Beta Enterprises,NLPFFRLJFNHD,UBE,Euronext,UBE:Euronext,NL,TECH,6178,2015-04-12,ACTIVE,LISTINGS_A
PUB0003535,Solar Global International,USHQRDSS1EXP,SGI1,NYSE,SGI1:NYSE,US,CONSUMER,62777,20120228,ACTIVE,LISTINGS_A
PUB0000238,Vertex Pyro International,USE47YZPNLPX,VPI,NASDAQ,VPI:NASDAQ,US,OTHER,86175,14/05/1996,ACTIVE,MANUAL
PUB0000704,New Right Finance,USLMYN8BUO4M,NRF,NASDAQ,NRF:NASDAQ,US,TELECOM,N/A,1990-05-28,ACTIVE,LISTINGS_B
PUB0003749,Vertex Poly Research,CHOBAHBU6D7T,VPR1,SIX,VPR1:SIX,CH,FINANCE,31843,2005-08-18,ACTIVE,LISTINGS_B
PUB0004295,Nexus Solar Health,USADZ29X8Y3V,NSH5,NYSE,NSH5:NYSE,US,TECH,5549,20111017,ACTIVE,LISTINGS_A
PUB0000690,Onyx Aqua Life Sciences,LUFT1WGHOOC4,OAL,,,LU,UTILITIES,15741,2020-12-01,ACTIVE,LISTINGS_A
PUB0001262,Core Advanced Solutions,CH89ZEDDTLM2,CAS,SIX,CAS:SIX,CH,HEALTHCARE,N/A,2003-01-21,ACTIVE,MANUAL
PUB0000715,Nano Meta Pharma,CHWW966EG8HR,NMP,SIX,NMP:SIX,CH,INDUSTRIALS,886,04/04/2007,ACTIVE,MANUAL
PUB0003002,Nimble Amber Dynamics,GBBINCXXV439,NAD1,LSE,NAD1:LSE,GB,TECH,14783,1997-09-04,ACTIVE,LISTINGS_A
PUB0004292,Innovative Theta Solutions,CH4CJTDSJ66U,ITS2,SIX,ITS2:SIX,CH,REAL_ESTATE,2786,20071011,DELISTED,LISTINGS_A
PUB0004782,Vertex Innovative Med,SGKY7U8OZ1U5,VIM,SGX,VIM:SGX,SG,TECH,1075,2004-04-07,ACTIVE,LISTINGS_A
PUB0005587,Meta Aqua Digital,DEQPDF7LJE6G,MAD,XETRA,MAD:XETRA,DE,UTILITIES,13412,2023-11-15,ACTIVE,LISTINGS_A
PUB0000786,Pure Digital Financial,HK4C14D0GU2W,PDF,HKEX,PDF:HKEX,HK,TECH,42899,2023-02-10,ACTIVE,LISTINGS_B
PUB0003644,Helix Vital Global,CHZMAJLCH06M,,SIX,,CH,REAL_ESTATE,2511,20210908,ACTIVE,LISTINGS_A
PUB0001289,Cloud Labs,CHP5NJODALQ4,CLL,SIX,CLL:SIX,CH,INDUSTRIALS,20177,2012-09-09,ACTIVE,LISTINGS_A
PUB0004358,Digital Nexus Platforms,DEHH7DR54SUA,DNP6,XETRA,DNP6:XETRA,DE,TECH,21326,2015-09-25,ACTIVE,LISTINGS_B
PUB0002893,Smart Brave Software,HK8C8KRURBLF,SBS1,HKEX,SBS1:HKEX,HK,REAL_ESTATE,693,2004-06-29,ACTIVE,LISTINGS_A
PUB0000479,Omega Marble Industries,SG800U1YUKWK,OMI1,SGX,OMI1:SGX,SG,ENERGY,5016,1991-08-30,ACTIVE,LISTINGS_A
PUB0003260,Nimble Synapse Healthcare,SGISJFZ5REJ4,NSH4,SGX,NSH4:SGX,SG,ENERGY,"36,731",2010-11-27,ACTIVE,LISTINGS_A
PUB0004725,Alpha Matrix Research,US1SJFH8SXPS,AMR,HKEX,AMR:HKEX,,OTHER,5053,2017-01-07,ACTIVE,LISTINGS_A
PUB0002030,Topaz Elite Networks,US49B4CVKPQ5,TEN,NYSE,TEN:NYSE,US,HEALTHCARE,4880,31/02/2021,ACTIVE,LISTINGS_A
PUB0000218,Emerald Sharp Innovations,US6ISBQ5WNSP,ESI,NYSE,ESI:NYSE,US,OTHER,4707,2006-04-14,ACTIVE,LISTINGS_B
PUB0002883,New Vertex International,NL5JTRTZNF15,NVI,Euronext,NVI:Euronext,NL,TECH,30207,2020-04-18,ACTIVE,LISTINGS_B
PUB0001218,Nano Theta Pharma,USJEI599M55T,NTP1,XETRA,NTP1:XETRA,,INDUSTRIALS,10769,08-Sep-2003,ACTIVE,LISTINGS_B
PUB0005415,Terra Delta Research,NLBXDS0DTD27,TDR,Euronext,TDR:Euronext,NL,HEALTHCARE,14371,1991-02-11,ACTIVE,LISTINGS_A
PUB0000755,Emerald Next Services,GBM0IE36VQJA,ENS,LSE,ENS:LSE,GB,TECH,10053,18-May-1999,ACTIVE,LISTINGS_B
PUB0002874,Brave Emerald Insurance,DEA1H6OV3HHU,BEI,XETRA,BEI:XETRA,DE,FINANCE,15677,1996-06-11,ACTIVE,LISTINGS_A
PUB0000099,Core Elite Consulting,HKSZYRMFIZ1S,CEC,HKEX,CEC:HKEX,HK,TECH,35773,2011-01-08,ACTIVE,LISTINGS_A
PUB0004979,Central Gamma Energy,LUDG2WY1O3DP,CGE1,,,LU,HEALTHCARE,26190,27/12/2015,ACTIVE,MANUAL
PUB0001207,Micro Integrated Wealth,HKQGVPXJH6I2,MIW,HKEX,MIW:HKEX,HK,TELECOM,6714,1995-09-29,ACTIVE,LISTINGS_A
PUB0005019,Terra Zenith AI,DEG3G9E7RLWJ,TZA,XETRA,TZA:XETRA,DE,HEALTHCARE,95579,04-Jun-2011,ACTIVE,LISTINGS_B
PUB0000617,Theta Topaz Labs,DE3J6FNO7KE0,TTL,XETRA,TTL:XETRA,DE,TECH,3380,2016-10-26,ACTIVE,LISTINGS_A
PUB0005682,Cloud Sigma Software,USXPJVZCCSPH,CSS5,NYSE,CSS5:NYSE,US,,18571,2013-03-28,DELISTED,LISTINGS_B
PUB0001307,Stellar Marble Financial,USYCJU0EYN5Q,,NYSE,,US,CONSUMER,72754,2014-10-29,ACTIVE,LISTINGS_A
PUB0005444,Clear Central Labs,SGQ6AJHMCCA8,CCL2,SGX,CCL2:SGX,SG,FINANCE,11605,2020-05-26,ACTIVE,LISTINGS_B
PUB0003458,Ultra Digital Med,USHEE9C1ZGN5,UDM1,NYSE,UDM1:NYSE,US,ENERGY,14688,2011-03-28,ACTIVE,LISTINGS_A
PUB0001227,Amber Hyper Technologies,USOG9RS4WZ32,AHT2,NASDAQ,AHT2:NASDAQ,US,REAL_ESTATE,85825,06-Sep-2021,ACTIVE,LISTINGS_B
PUB0001960,Data Helix Finance,US8IPL7ORNFJ,DHF,NYSE,DHF:NYSE,US,ENERGY,57474,11-Apr-1998,ACTIVE,LISTINGS_B
PUB0003065,Data New Advisory,NLEGTJZ2TEDR,DNA1,Euronext,DNA1:Euronext,NL,ENERGY,8075,2007-07-11,ACTIVE,LISTINGS_B
PUB0002288,Digital Innovative Medical,DEP6HGXFQ82Q,DIM,XETRA,DIM:XETRA,DE,ENERGY,32411,1997-05-14,ACTIVE,LISTINGS_A
PUB0005001,Elite Vertex Dynamics,DEUUVPQCCYD2,EVD,XETRA,EVD:XETRA,DE,TECH,4269,17-Mar-2009,ACTIVE,LISTINGS_B
