investor_id,investor_name_canonical,investor_type,hq_country,founded_year,aum_usd_m,is_active,source_system,last_updated_ts_raw
INV0000777,Vertex Quantum Asset Management,VC,IE,2008,14946,Y,REF_FEED_B,08-Mar-2024 01:31:40
INV0016102,Midland Bluerock Capital Partners,VC,LU,1989,4323,Y,REF_FEED_A,2024-03-17 18:23:00
INV0021706,Harbor Kings Associates,VC,LU,1981,1814,Y,REF_FEED_A,2022-07-07 11:10:26
INV0019591,Westwood Kinetic Group,CORP_VENTURE,SE,1973,10413,Y,REF_FEED_A,2023-07-04 07:35:14
INV0014802,Highland Zenith Fund,PE,CA,1974,20732,Y,REF_FEED_A,2023-10-31 11:48:46
INV0013595,Sapphire Spectrum Asset Management,VC,CA,2016,1800,Y,REF_FEED_B,07-Aug-2023 12:51:05
INV0003234,Spectrum Phoenix Equity,CORP_VENTURE,NO,1956,1846,Y,REF_FEED_A,2024-12-06 16:59:56
INV0016090,Beacon Global Private Equity,VC,DK,1994,6592,N,MANUAL,08/20/2024 14:55:48
INV0021078,Apex Legacy Investment Partners,PE,NO,2002,1084,Y,REF_FEED_A,2022-03-11 04:20:54
INV0019270,Genesis Ascend Group,VC,FR,1983,6147,Y,MANUAL,2022-01-27 18:36:08
INV0009705,Stellar Catalyst Fund,VC,FR,2011,1012,Y,MANUAL,03/06/2023 08:13:45
INV0001175,Apex Group,VC,SG,2018,2735,Y,REF_FEED_B,26-Oct-2024 21:53:37
INV0016106,Pinnacle Royal Management,VC,SG,1974,6560,Y,REF_FEED_A,2023-07-22 17:19:06
INV0013982,Meridian Noble Asset Management,PE,LU,1981,17285,Y,REF_FEED_A,2024-08-24 18:02:19
INV0020618,Cascade Ascend Advisors,VC,SE,1987,1960,Y,REF_FEED_B,14-Apr-2022 17:47:26
INV0003534,Beta Private Equity,PE,CA,1953,4022,Y,REF_FEED_A,2023-06-17 12:49:32
INV0010318,Sterling Valleypoint Group,HEDGE_FUND,CH,1996,557,Y,REF_FEED_A,2024-03-24 02:09:33
INV0014234,Global Summit Associates,VC,NL,1976,1765,Y,REF_FEED_A,2024-05-05 09:41:54
INV0012987,Westwood Global Associates,ANGEL,NL,2019,701,Y,MANUAL,2023-03-14 10:44:42
INV0006988,Eastgate Riverside Advisors,HEDGE_FUND,BE,1970,12226,Y,REF_FEED_A,2023-12-29 16:43:48
INV0024370,Mountainview Bayshore Ventures,VC,CA,1970,387,Y,MANUAL,03/03/2024 08:09:57
INV0007448,Northbridge Alpha Advisors,SOVEREIGN_FUND,LU,2017,19221,Y,REF_FEED_A,2022-11-14 01:12:02
INV0021241,Stratos Titan Holdings,VC,BE,1997,630,Y,REF_FEED_B,2023-12-09 19:25:04
INV0023149,Bluerock Vanguard Capital,VC,NO,2010,624,N,MANUAL,2024-09-08 14:14:06
INV0005677,Highland Northstar Investments,VC,LU,2016,"1,778",Y,REF_FEED_A,2023-04-11 10:59:35
INV0001198,Kings Blackridge Partners,VC,NO,1962,3683,Y,MANUAL,2024-01-09 14:32:31
INV0013679,Equity Majestic Investment Partners,VC,AE,2008,2709,Y,REF_FEED_B,22-Mar-2023 21:42:27
INV0013434,Ascend Midland Equity,SOVEREIGN_FUND,AE,1967,985,Y,REF_FEED_B,2024-10-07 22:19:25
INV0005195,Alpha Gamma Holdings,ANGEL,FR,2014,2325,Y,REF_FEED_B,07-Jul-2023 09:46:58
INV0021089,Synergy Goldpoint Associates,PE,DE,2018,669,Y,REF_FEED_A,2023-02-13 00:47:58
INV0006439,Vector Alpha Capital Partners,VC,SE,2003,11159,Y,REF_FEED_A,2022-09-25 15:34:41
INV0017826,Eastgate Valleypoint Growth Partners,SOVEREIGN_FUND,NL,1980,3393,Y,REF_FEED_B,22-May-2024 14:29:15
INV0005486,Noble Spectrum Private Equity,SOVEREIGN_FUND,CN,2001,7077,Y,REF_FEED_B,05-Jun-2023 20:15:35
INV0003835,Noble Jubilee Investment Partners,CORP_VENTURE,SE,1995,181,Y,REF_FEED_A,2024-01-14 23:59:38
INV0019464,Northbridge Beacon Holdings,PE,NO,2009,3340,Y,REF_FEED_A,2022-04-12 15:58:18
INV0023110,Valleypoint Blackridge Private Equity,VC,US,1952,1363,Y,REF_FEED_B,22-Jun-2022 16:49:44
INV0007787,Vector Ascend Ventures,VC,JP,2021,7092,Y,REF_FEED_B,2022-10-31 09:45:23
INV0000555,Coastal Group,VC,IE,2000,410,Y,MANUAL,09/14/2022 03:22:58
INV0023019,Momentum Noble Fund,PE,CN,1989,1800,Y,REF_FEED_B,2023-10-15 11:25:02
INV0008673,Delta Sirius Holdings,PE,AE,1972,1573,Y,REF_FEED_B,20-Jul-2023 03:17:28
INV0011409,Majestic Northstar Equity,VC,CH,2009,3093,Y,MANUAL,2024-12-20 12:45:26
INV0016135,Noble Lighthouse Equity,PE,CH,2012,3285,Y,MANUAL,2022-01-22 03:14:16
INV0011973,Redwood Meridian Equity,PE,DE,1993,4749,Y,REF_FEED_B,2024-11-19 03:19:06
INV0018151,Valleypoint Legacy Ventures,VC,AU,1970,602,Y,REF_FEED_A,1712224201000
INV0012909,Lighthouse Pinehill Investment Partners,VC,CA,2015,91,Y,REF_FEED_B,2023-08-28 22:34:03
INV0013827,Lowland Northbridge Asset Management,VC,FR,2017,28416,Y,REF_FEED_A,2023-01-01 15:03:24
INV0001207,Matrix Titan Group,VC,NL,2006,22653,Y,REF_FEED_A,2022-03-23 17:29:45
INV0003920,Lighthouse Empire Capital,VC,CN,1974,23265,Y,MANUAL,2024-03-18 20:38:12
INV0013316,Guardian Lakefront Management,VC,CN,1976,3570,Y,REF_FEED_A,2023-01-21 23:07:36
INV0020323,Vector Jubilee Management,VC,CA,1971,3458,Y,REF_FEED_B,10-Sep-2024 03:08:14
INV0008952,Evergreen Synergy Management,ANGEL,SE,1998,1165,Y,REF_FEED_B,22-Sep-2024 05:38:46
INV0023011,Eclipse Zenith Holdings,SOVEREIGN_FUND,JP,1998,3098,Y,MANUAL,2024-02-06 15:33:35
INV0013805,Atlas Luminous Holdings,VC,FR,1996,2752,Y,MANUAL,2023-10-18 11:55:50
INV0006499,Southpoint Jupiter Holdings,VC,BE,1958,576,Y,MANUAL,2022-09-25 16:40:56
INV0022558,Matrix Titan Fund,VC,NO,1957,1200,Y,REF_FEED_A,2024-02-13 12:38:17
INV0017205,Prime Vanguard Associates,VC,JP,2018,"1,903",Y,REF_FEED_A,1704063780000
INV0020594,Pinnacle Quantum Ventures,VC,AE,2003,4226,Y,REF_FEED_B,30-Nov-2024 06:40:43
INV0023763,Bayshore Matrix Equity,PE,CH,2001,440,Y,REF_FEED_B,2024-06-28 11:42:01
INV0022059,Aurora Catalyst Holdings,VC,GB,1996,8495,Y,REF_FEED_B,22-Oct-2022 18:16:46
INV0011336,Regal Vertex Fund,VC,CA,1955,3493,Y,MANUAL,2022-02-27 09:54:32
INV0008138,Alpha Majestic Private Equity,PE,AE,2000,73778,Y,REF_FEED_B,06-Jun-2022 07:12:02
INV0018064,Cedarpoint Whitehorse Fund,HEDGE_FUND,CN,1979,$581,Y,REF_FEED_B,08-Feb-2022 08:18:33
INV0006548,Vertex Pinnacle Equity,VC,LU,1991,3403,Y,REF_FEED_B,11-Nov-2023 15:40:37
INV0022654,Prime Pacific Holdings,SOVEREIGN_FUND,GB,2017,"3,919",Y,REF_FEED_A,2024-05-13 15:31:00
INV0023180,Vertex Terra Management,ANGEL,JP,1999,910,Y,REF_FEED_A,2024-03-10 14:11:33
INV0013182,Venture Bluerock Holdings,HEDGE_FUND,AE,1967,3672,Y,REF_FEED_A,2023-10-29 10:41:20
INV0020841,Endeavor Bluerock Group,VC,LU,1998,746,Y,REF_FEED_B,2023-01-13 04:10:55
INV0007734,Beacon Frontier Asset Management,CORP_VENTURE,JP,1989,1732,Y,MANUAL,2022-01-29 02:40:03
INV0014995,Quantum Beacon Growth Partners,VC,DK,2001,9328,Y,MANUAL,31/01/2024 15:00:58
INV0020497,Omega Redwood Investment Partners,VC,US,1980,1474,Y,REF_FEED_A,2024-10-27 22:40:25
INV0012736,Genesis Regal Investment Partners,VC,JP,2004,6403,Y,REF_FEED_A,2023-10-06 21:47:28
INV0012257,Endeavor Fusion Growth Partners,PE,SG,1981,1250,Y,MANUAL,2023-12-03 09:05:55
INV0021302,Apex Frontier Ventures,ANGEL,AE,1986,5838,N,REF_FEED_B,08-Mar-2022 19:58:02
INV0018471,Zenith Legacy Private Equity,ANGEL,GB,1968,3256,Y,REF_FEED_A,2023-09-09 21:46:43
INV0022146,Whitehorse Nova Associates,PE,JP,2005,25132,Y,REF_FEED_A,2023-04-27 04:20:54
INV0001739,Lowland Vertex Equity,CORP_VENTURE,SE,1971,2653,Y,REF_FEED_B,2023-12-08 07:50:59
INV0001573,Phoenix Group,VC,,1989,1583,Y,REF_FEED_B,26-Feb-2024 17:45:09
INV0008888,Greenfield Lighthouse Advisors,PE,DK,2000,"1,377",Y,REF_FEED_A,2022-07-22 12:48:11
INV0006920,Ironwood Guardian Investment Partners,HEDGE_FUND,IN,1980,5731,Y,REF_FEED_B,20-Sep-2023 17:45:15
INV0009576,Regal Jubilee Capital Partners,PE,GB,2019,6755,Y,REF_FEED_A,2024-04-29 01:36:57
INV0024964,Eclipse Redwood Associates,VC,CH,1970,3599,Y,REF_FEED_A,2022-05-17 10:06:34
INV0000047,Momentum Investments,PE,NO,2001,5663,N,MANUAL,2022-10-11 12:16:29
INV0007094,Lighthouse Nova Ventures,PE,BE,2007,15381,Y,REF_FEED_A,2023-08-17 01:49:00
INV0015206,Polaris Venture Ventures,VC,NO,1968,2790,Y,REF_FEED_B,19-Aug-2022 08:34:50
INV0007647,Quantum Sterling Group,CORP_VENTURE,IE,1999,1167,Y,REF_FEED_B,2023-09-11 15:55:08
INV0008407,Aurora Genesis Private Equity,PE,IN,1994,1287,Y,REF_FEED_A,2024-10-02 23:12:29
INV0002623,Equity Investment Partners,PE,CN,1968,13398,Y,REF_FEED_A,2023-03-25 15:35:46
INV0014488,Noble Liberty Growth Partners,ANGEL,DK,2011,26257,Y,REF_FEED_B,07-Dec-2024 15:50:12
INV0017630,Cedarpoint Nova Advisors,VC,DK,1970,3269,Y,REF_FEED_A,2024-10-05 02:21:07
INV0021409,Matrix Delta Holdings,PE,US,1955,3821,Y,REF_FEED_A,2022-04-27 19:48:46
INV0019483,Unity Pacific Investment Partners,ANGEL,AU,2021,4469,Y,REF_FEED_A,2024-10-02 21:43:18
INV0022938,Majestic Global Capital,VC,GB,2020,309,Y,REF_FEED_B,24-Jun-2023 01:52:33
INV0010255,Endeavor Bayshore Equity,VC,CA,1972,13402,Y,MANUAL,01/17/2024 11:38:19
INV0012523,Lighthouse Venture Ventures,VC,FR,2000,1093,Y,MANUAL,24/12/2023 11:42:11
INV0002898,Ascend Vertex Investment Partners,VC,FI,1960,527,Y,REF_FEED_A,2022-07-21 00:33:55
INV0020554,Orion Quantum Ventures,VC,GB,1973,275,Y,MANUAL,2024-10-15 16:54:56
INV0017385,Sirius Meridian Management,HEDGE_FUND,AU,1958,3116,Y,REF_FEED_B,2022-06-28 17:06:40
INV0005349,Capital Greenfield Asset Management,VC,SG,1997,23502,Y,REF_FEED_B,07-Dec-2024 09:56:57
INV0014461,Lighthouse Meridian Associates,VC,CA,1968,8804,Y,REF_FEED_B,14-Nov-2023 06:48:01
INV0000745,Equity Eastgate Advisors,VC,SG,1972,$2493,Y,REF_FEED_A,2023-12-01 05:37:33
INV0014764,Noble Cascade Associates,CORP_VENTURE,FI,1991,1221,Y,REF_FEED_A,2024-05-20 13:09:11
INV0006050,Keystone Majestic Ventures,VC,SE,2016,20421,Y,MANUAL,2024-05-05 08:14:23
INV0003799,Highland Keystone Asset Management,VC,IE,1971,6316,N,REF_FEED_B,15-Jun-2023 10:07:02
INV0015108,Stratos Imperial Ventures,PE,DE,2015,1152,Y,REF_FEED_A,2024-04-14 15:20:02
INV0011068,Regal Noble Ventures,VC,IN,1964,412,Y,REF_FEED_A,2024-01-12 12:57:58
INV0018050,Vanguard Ignite Fund,PE,FR,1971,2561,Y,REF_FEED_A,2022-06-16 11:39:12
INV0003289,Momentum Capital Partners,VC,SE,1997,"3,777",Y,MANUAL,02/08/2023 14:30:59
INV0020629,Sterling Atlas Growth Partners,PE,LU,1983,3215,Y,REF_FEED_A,2024-01-14 02:58:23
INV0010765,Midland Stratos Investments,VC,NL,1992,6473,Y,REF_FEED_A,2024-08-25 19:40:35
INV0002716,Sigma Highland Growth Partners,PE,NL,1988,348,Y,MANUAL,2024-10-30 03:50:12
INV0002214,Lowland Endeavor Equity,CORP_VENTURE,DK,2004,$478,Y,REF_FEED_B,2024-10-12 12:04:16
INV0021053,Venture Zenith Fund,PE,FR,1962,5035,N,REF_FEED_A,2024-02-03 02:40:40
INV0004991,Northstar Synergy Investments,SOVEREIGN_FUND,LU,1985,9613,Y,REF_FEED_A,2024-04-16 11:14:29
INV0006291,Empire Eclipse Advisors,VC,CA,1993,1919,Y,REF_FEED_B,02-Jul-2023 16:58:33
INV0004741,Capital Fusion Ventures,HEDGE_FUND,NL,1967,"3,445",N,REF_FEED_A,2023-09-01 17:02:29
INV0014029,Summit Zenith Fund,VC,LU,1960,908,Y,MANUAL,2024-10-08 18:15:31
INV0010176,Greenfield Diamond Equity,PE,IN,2016,2005,Y,MANUAL,19/04/2022 22:21:45
INV0012702,Synergy Sapphire Management,VC,,2021,3009,Y,REF_FEED_A,2023-09-20 02:05:35
INV0002166,Majestic Equity,CORP_VENTURE,CH,1972,9217,Y,MANUAL,07/27/2023 04:16:08
INV0015120,Terra Meridian Advisors,ANGEL,BE,2001,489,Y,MANUAL,02/12/2022 22:16:40
INV0001291,Kinetic Bluerock Private Equity,VC,SG,2010,5396,Y,MANUAL,11/25/2024 13:28:58
INV0005129,Sirius Greenfield Equity,ANGEL,CA,1955,12284,Y,REF_FEED_A,2023-11-16 15:34:29
INV0013838,Kings Jubilee Associates,VC,FR,1982,22872,Y,REF_FEED_B,03-Mar-2023 17:58:03
INV0001585,Phoenix National Group,HEDGE_FUND,SE,2020,8860,Y,REF_FEED_A,2023-04-24 23:28:48
INV0013083,Empire Mountainview Equity,VC,NO,1969,8416,Y,REF_FEED_A,2022-08-27 23:58:02
INV0013104,Global Capital Management,ANGEL,AU,1964,3392,Y,REF_FEED_A,2022-02-01 20:10:34
INV0019344,Fortune Oakwood Asset Management,VC,AU,1987,2268,Y,REF_FEED_B,06-Jul-2024 14:18:18
INV0017789,Coastal Summit Associates,HEDGE_FUND,DE,2003,645,Y,REF_FEED_B,16-Dec-2024 22:32:21
INV0022187,Gamma Pinnacle Fund,VC,FR,1981,435,Y,MANUAL,2024-06-09 10:37:04
INV0011682,Vector Bluerock Fund,ANGEL,DK,1954,"8,441",Y,REF_FEED_B,30-Dec-2023 07:17:59
INV0017607,Ignite Aurora Advisors,VC,CH,1976,568,Y,REF_FEED_A,2022-03-08 12:39:42
INV0022791,Imperial Frontier Private Equity,VC,AU,1955,3638,N,MANUAL,06/26/2023 08:07:54
INV0019550,Westwood Unity Equity,HEDGE_FUND,NO,1957,4718,Y,REF_FEED_A,2023-12-18 09:45:31
INV0021965,Olympic Titan Associates,SOVEREIGN_FUND,US,2009,1270,Y,REF_FEED_B,12-Mar-2023 14:32:58
INV0020488,Sterling Granite Fund,VC,SE,1980,4432,Y,REF_FEED_B,05-Apr-2023 04:47:45
INV0016229,Redwood Sapphire Holdings,VC,IE,1959,"4,751",Y,REF_FEED_B,04-Jul-2022 00:56:53
INV0004635,Kinetic Whitehorse Partners,ANGEL,NL,1990,1188,Y,REF_FEED_B,02-Jan-2023 13:07:40
INV0012696,Stellar Eastgate Growth Partners,PE,US,1997,4901,Y,REF_FEED_B,06-Oct-2024 07:24:40
INV0015787,Jupiter Titan Investment Partners,HEDGE_FUND,SE,1954,2873,N,REF_FEED_B,2022-02-05 14:03:37
INV0006546,Empire Beacon Advisors,VC,CA,1989,9876,Y,REF_FEED_B,2024-05-28 13:38:57
INV0008114,Highland Cedarpoint Private Equity,PE,DE,1974,12548,Y,REF_FEED_B,27-Feb-2023 17:01:54
INV0008869,Stellar Spectrum Associates,PE,NL,2001,6992,Y,MANUAL,26/08/2024 01:54:46
INV0003423,Sterling Fusion Capital,HEDGE_FUND,LU,1963,2678,Y,REF_FEED_B,29-Jul-2022 03:23:24
INV0005263,Catalyst Olympic Group,VC,NO,2008,"4,042",Y,REF_FEED_A,2023-06-06 21:33:00
INV0018542,Granite Bluerock Growth Partners,PE,SE,1987,12829,Y,REF_FEED_A,2022-10-02 02:30:51
INV0004157,Legacy Granite Growth Partners,VC,FR,2021,7316,Y,MANUAL,08/02/2022 04:41:22
INV0010405,Highland Guardian Partners,VC,AU,1955,846,Y,REF_FEED_B,2022-10-08 16:22:15
INV0024867,Noble Polaris Advisors,VC,NO,1995,6073,Y,REF_FEED_A,2024-11-12 10:53:07
INV0005062,Lowland Global Partners,VC,IN,1965,2066,Y,MANUAL,2023-04-11 12:40:29
INV0022200,Cedarpoint Aurora Investments,ANGEL,FR,1970,523,Y,REF_FEED_A,2022-04-25 09:40:20
INV0015381,Insight Prime Investments,HEDGE_FUND,LU,1991,5580,Y,MANUAL,2024-12-07 21:23:15
INV0008658,Nova Titan Investment Partners,ANGEL,JP,1995,2393,Y,REF_FEED_A,2024-11-08 16:38:27
INV0008397,Empire Sapphire Capital,,FR,2014,1288,Y,MANUAL,2022-12-27 07:24:51
INV0012488,Sigma Atlas Private Equity,CORP_VENTURE,AE,1975,1522,Y,REF_FEED_B,22-May-2023 17:00:06
INV0022792,Zenith Beta Ventures,PE,IN,2015,802,Y,REF_FEED_A,2022-10-27 11:42:53
INV0004425,Keystone Fortune Management,PE,AE,2013,1873,Y,REF_FEED_B,30-Oct-2022 15:33:14
INV0010430,Liberty Terra Management,VC,IE,1952,1067,Y,REF_FEED_A,2022-01-28 00:43:22
INV0021015,Sterling Legacy Capital,PE,IN,2010,1050,N,REF_FEED_B,30-May-2024 02:56:02
INV0024791,Highland Fortune Ventures,CORP_VENTURE,NO,1967,1000,N,REF_FEED_A,2022-08-11 02:15:55
INV0002239,Kings Investment Partners,VC,,2001,6951,Y,MANUAL,2023-06-27 10:04:11
INV0005996,Regal Sirius Investments,VC,SG,2020,1783,Y,REF_FEED_A,2022-03-21 03:09:20
INV0004529,Kings Granite Group,VC,JP,1965,4278,Y,REF_FEED_A,2023-09-18 05:23:04
INV0013106,Orion Eclipse Advisors,PE,CH,1955,1938,Y,REF_FEED_A,2024-02-24 12:56:29
INV0023592,Blackridge Jubilee Capital,SOVEREIGN_FUND,AE,1961,1740,Y,MANUAL,2022-09-13 19:25:24
INV0004204,Alpha Global Fund,ANGEL,JP,1990,1623,Y,REF_FEED_B,2023-09-03 10:12:55
INV0002572,Stratos Aurora Group,PE,SG,1972,243,Y,REF_FEED_A,2023-03-25 14:25:21
INV0001449,Jupiter Private Equity,VC,CA,1978,1826,Y,REF_FEED_B,30-May-2022 04:53:48
INV0021867,Gamma Matrix Capital,PE,NL,1956,996,Y,MANUAL,05/03/2023 22:58:36
INV0001339,Eastgate Group,PE,IE,1961,4686,Y,MANUAL,2023-05-15 04:04:13
INV0023198,Prime Insight Investment Partners,VC,CA,2008,1939,Y,REF_FEED_A,2024-11-26 14:29:02
INV0016061,Vanguard Zenith Investments,VC,IE,1991,3539,Y,REF_FEED_B,09-Sep-2023 08:19:32
INV0007579,Gamma Pinnacle Investment Partners,PE,SG,1950,15556,Y,REF_FEED_A,2023-10-05 10:01:41
INV0023472,Meridian Apex Capital Partners,PE,BE,1956,936,Y,REF_FEED_B,29-May-2023 23:18:34
INV0008424,Evergreen Catalyst Capital,CORP_VENTURE,BE,1975,665,Y,REF_FEED_A,2023-10-19 03:07:56
INV0017390,Northbridge Vertex Associates,PE,CH,1953,7585,Y,MANUAL,05/18/2023 05:58:59
INV0000881,Sigma Guardian Private Equity,VC,FI,1952,1762,Y,REF_FEED_A,2024-07-12 02:33:02
INV0018800,Keystone Jupiter Advisors,PE,JP,1992,4380,N,REF_FEED_A,2022-03-13 01:16:57
INV0004707,Ascend Bluerock Investments,VC,NO,2018,368,N,REF_FEED_A,2022-03-28 04:32:40
INV0003712,Venture Orion Associates,VC,US,1996,631,Y,REF_FEED_B,30-Aug-2023 23:31:39
INV0011190,Ascend Alpha Asset Management,ANGEL,FR,1997,10930,Y,REF_FEED_A,2023-06-18 12:43:07
INV0013550,Lighthouse Legacy Group,PE,SG,1956,3921,Y,REF_FEED_A,2024-08-04 08:55:09
INV0020635,Capital Cedarpoint Investment Partners,PE,JP,1993,2096,Y,REF_FEED_A,2024-03-18 17:41:38
INV0024398,Imperial Liberty Investments,HEDGE_FUND,GB,1951,1507,Y,REF_FEED_A,2022-11-14 01:12:09
INV0002677,Lighthouse Westwood Growth Partners,SOVEREIGN_FUND,IN,1976,6251,Y,REF_FEED_B,08-Nov-2022 19:42:31
INV0022384,Aurora Bluerock Associates,VC,JP,1985,10307,Y,MANUAL,2024-01-18 16:24:14
INV0009819,Bluerock Midland Group,CORP_VENTURE,NO,2001,10014,Y,REF_FEED_A,2022-06-01 20:39:43
INV0012968,Delta Noble Investment Partners,SOVEREIGN_FUND,SE,1959,10514,Y,MANUAL,03/13/2022 11:22:19
INV0001808,Aurora Spectrum Fund,,DK,1984,2531,Y,REF_FEED_A,2024-08-15 06:57:09
INV0002513,Mountainview Fund,PE,US,2009,873,Y,REF_FEED_B,2024-07-11 17:28:39
INV0010575,Guardian Genesis Management,HEDGE_FUND,NL,2003,1161,Y,MANUAL,2024-08-12 19:36:09
INV0024568,Whitehorse Ignite Growth Partners,CORP_VENTURE,CH,1996,20782,Y,REF_FEED_A,2023-06-18 15:56:55
INV0012234,Beacon Pinehill Holdings,ANGEL,SG,2013,1213,Y,REF_FEED_A,2024-03-27 15:58:43
INV0012093,Stratos Summit Group,CORP_VENTURE,CA,1996,635,N,REF_FEED_A,2024-07-11 06:28:30
INV0017690,Lighthouse Kings Fund,PE,AE,1957,9663,Y,REF_FEED_B,05-Jul-2023 04:08:34
INV0015543,Northstar Noble Management,PE,US,1969,1009,N,MANUAL,08/02/2023 00:24:50
INV0022071,Prime Synergy Holdings,PE,JP,2007,3719,Y,MANUAL,17/02/2023 05:20:20
INV0012406,Southpoint Frontier Ventures,ANGEL,CA,1992,1902,N,MANUAL,2023-05-06 02:55:41
INV0021249,Atlas Coastal Equity,VC,JP,1998,12358,Y,REF_FEED_A,2022-07-31 06:46:28
INV0014685,Bluerock Synergy Asset Management,PE,CN,1997,"5,855",Y,REF_FEED_A,2022-05-18 22:29:10
INV0018769,Diamond Oakwood Advisors,,CA,1957,8879,Y,REF_FEED_A,2022-12-24 23:26:35
INV0017671,Orion Harbor Equity,PE,CH,1963,1761,Y,REF_FEED_B,23-Apr-2023 21:07:01
INV0022998,Prime Jupiter Management,VC,FI,1982,869,Y,MANUAL,2022-03-24 07:03:12
INV0021663,Majestic Quantum Ventures,VC,AU,1979,538,Y,REF_FEED_B,10-Dec-2022 12:39:31
INV0004149,Horizon Fusion Ventures,CORP_VENTURE,IE,1989,6488,Y,MANUAL,08/24/2023 23:38:03
INV0020997,Pacific Atlas Holdings,VC,DE,2014,6420,Y,REF_FEED_A,2022-02-17 18:16:58
INV0013102,Eclipse Imperial Equity,HEDGE_FUND,GB,2005,"2,576",N,REF_FEED_B,08-Oct-2023 21:09:51
INV0018969,Vector Whitehorse Fund,SOVEREIGN_FUND,LU,1965,5000,Y,MANUAL,2023-07-27 09:16:54
INV0014203,Horizon Beacon Advisors,SOVEREIGN_FUND,JP,1985,3132,Y,REF_FEED_B,2024-11-09 20:43:38
INV0000345,Terra Investment Partners,VC,CH,1965,634,Y,REF_FEED_A,1676264757000
INV0019045,Silverstone Momentum Capital Partners,PE,GB,1989,770,Y,REF_FEED_B,2024-10-09 23:23:36
INV0004746,Bayshore Whitehorse Investment Partners,SOVEREIGN_FUND,AE,2014,238,Y,REF_FEED_A,2023-05-22 14:51:02
INV0014906,Regal Vanguard Management,VC,BE,1968,17249,Y,REF_FEED_A,2022-10-21 10:19:59
INV0003495,Cedarpoint Lakefront Equity,PE,IN,1953,2137,Y,MANUAL,09/10/2023 09:55:11
INV0015116,Pinnacle Cedarpoint Advisors,PE,FR,2015,2869,Y,REF_FEED_A,2023-08-19 23:23:50
INV0024535,Southpoint Mountainview Capital,VC,AE,2007,"4,227",Y,REF_FEED_A,2024-02-14 22:25:18
INV0019294,Vertex Omega Investment Partners,VC,DE,1986,642,Y,REF_FEED_B,22-May-2024 13:51:17
INV0015474,Gamma Vertex Partners,VC,BE,1985,6788,Y,REF_FEED_B,10-Jul-2022 14:17:18
INV0023869,Lighthouse Stratos Investment Partners,VC,IE,1963,21126,Y,MANUAL,2022-05-16 21:47:33
INV0012288,Gamma Insight Private Equity,HEDGE_FUND,SG,2000,1908,Y,REF_FEED_A,2024-05-06 17:31:29
INV0021931,Summit Lighthouse Holdings,PE,IE,2013,22838,N,REF_FEED_A,2022-12-31 19:15:19
INV0001720,Oakwood National Equity,CORP_VENTURE,SG,1991,7880,Y,REF_FEED_A,2023-05-25 09:39:28
INV0016395,Atlas Beacon Growth Partners,VC,NO,1970,7078,Y,REF_FEED_B,10-Jun-2022 06:47:19
INV0010115,Kinetic Kings Group,CORP_VENTURE,DE,2009,148,Y,REF_FEED_B,07-Jan-2022 04:44:07
INV0022107,Pinnacle Fortune Investments,PE,SE,1982,2465,Y,REF_FEED_B,21-Dec-2023 00:46:20
INV0012349,Ignite Royal Equity,HEDGE_FUND,SE,1975,654,Y,MANUAL,2022-02-11 07:24:26
INV0007629,Sapphire Prime Holdings,PE,SG,2010,1628,Y,REF_FEED_B,2022-10-22 07:24:11
INV0011130,Insight Matrix Private Equity,VC,JP,2011,8666,Y,MANUAL,2023-02-08 09:09:47
INV0001979,Fusion Stratos Fund,CORP_VENTURE,US,1966,4445,Y,REF_FEED_A,2023-04-25 19:30:02
INV0010498,Cascade Ironwood Ventures,PE,BE,2005,1967,Y,REF_FEED_B,2023-10-13 02:13:51
INV0001705,Silverstone Guardian Private Equity,ANGEL,CH,1995,2758,Y,REF_FEED_A,2022-04-01 05:10:33
INV0001663,Terra Private Equity,CORP_VENTURE,BE,1967,3233,Y,REF_FEED_B,25-Apr-2022 12:18:26
INV0018927,Capital Imperial Advisors,VC,AU,1953,942,Y,REF_FEED_B,23-Aug-2022 09:25:06
INV0023352,Zenith Noble Asset Management,ANGEL,AE,1965,1172,Y,REF_FEED_B,2023-08-15 13:24:51
INV0017098,National Midland Equity,PE,CN,2021,2448,Y,REF_FEED_B,03-Apr-2023 12:08:03
INV0019543,Majestic Mountainview Advisors,VC,NL,1817,1004,Y,REF_FEED_B,18-Jul-2024 17:13:26
INV0008055,Goldpoint Crown Investment Partners,SOVEREIGN_FUND,BE,1991,1017,Y,REF_FEED_B,2023-07-26 12:21:59
INV0011445,Oakwood Midland Private Equity,VC,CN,1989,2327,N,MANUAL,09/11/2022 17:37:43
INV0010953,Apex Highland Growth Partners,PE,,2004,1830,Y,REF_FEED_A,2023-12-15 09:32:05
INV0018657,Cedarpoint Gamma Partners,PE,JP,2013,1789,Y,REF_FEED_B,26-Oct-2023 08:25:31
INV0009842,Capital Genesis Ventures,SOVEREIGN_FUND,IE,1992,1751,Y,REF_FEED_B,15-Dec-2023 21:50:14
INV0004789,Evergreen Noble Management,VC,CH,1970,5727,Y,REF_FEED_B,06-Dec-2022 21:47:43
INV0012095,Zenith Horizon Ventures,ANGEL,NO,1977,1014,Y,MANUAL,24/03/2023 14:37:30
INV0016156,Ironwood Luminous Capital Partners,VC,BE,1962,33751,Y,REF_FEED_A,2024-05-03 05:18:58
